item	title	poster_link	year
27155	Batman/Superman Movie, The (1998)		1998
52806	Tales from Earthsea (Gedo Senki) (2006)	https://m.media-amazon.com/images/M/MV5BZGFlN2FhYTktZGYzNi00MzllLWFlOTAtY2ExNjRjZjhkZWM2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,1,190,281_.jpg	2006
36397	Valiant (2005)	https://m.media-amazon.com/images/M/MV5BYWQ4ZDVhMDUtNTFjNi00YWE1LWI0NTMtYTZhZTFlZTE2NWY2XkEyXkFqcGdeQXVyNjIzODI5OTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg	2005
46337	Garfield: A Tail of Two Kitties (2006)	https://m.media-amazon.com/images/M/MV5BMTNlNmYxOTAtODRiZS00YjgxLWE2ZDItODViYzBkYWU2ZjhkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,2,190,281_.jpg	2006
4626	Miracle Mile (1989)	https://m.media-amazon.com/images/M/MV5BYWJhMTYzMjctNTFmNi00MzI1LTg1MGItNmU3MjBiNGY3NzAzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,1,190,281_.jpg	1989
7449	Godsend (2004)	https://m.media-amazon.com/images/M/MV5BMTYzNzE3MTg5Ml5BMl5BanBnXkFtZTcwMTIxNDYwNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg	2004
7266	Lost Skeleton of Cadavra, The (2002)	https://m.media-amazon.com/images/M/MV5BMjA3MDc3Mzk4OV5BMl5BanBnXkFtZTYwODM0MDg5._V1_QL75_UX190_CR0,2,190,281_.jpg	2002
2876	Thumbelina (1994)	https://m.media-amazon.com/images/M/MV5BNmE3MjdmMGMtOThhMS00OGRhLTllNDItMmJmN2QxMjA4ZTI2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,2,190,281_.jpg	1994
2453	Boy Who Could Fly, The (1986)	https://m.media-amazon.com/images/M/MV5BMmIwYTU0ZTItNzEzYy00Yzk1LWFlYTMtODY2NzkyYTViMDNjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_QL75_UX190_CR0,0,190,281_.jpg	1986
7304	Allegro non troppo (1977)	https://m.media-amazon.com/images/M/MV5BYjY3MjczMTYtOWNlNy00Mzk2LWE5YjMtNjQxMDM2NGQ5NTAzXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_QL75_UY281_CR5,0,190,281_.jpg	1977
2634	Mummy, The (1959)	https://m.media-amazon.com/images/M/MV5BMTkwMTgwODAxMl5BMl5BanBnXkFtZTgwNTEwNTQ3MDI@._V1_QL75_UX190_CR0,10,190,281_.jpg	1959
26306	Theatre of Blood (1973)	https://m.media-amazon.com/images/M/MV5BMTQwODcwNTIyNl5BMl5BanBnXkFtZTcwOTUyMTM4NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg	1973
31223	Racing Stripes (2005)	https://m.media-amazon.com/images/M/MV5BMjE0NDA2MTQwM15BMl5BanBnXkFtZTcwMzYxNDcyMQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg	2005
5523	Adventures of Pluto Nash, The (2002)	https://m.media-amazon.com/images/M/MV5BMTQ4NTMwODQwNV5BMl5BanBnXkFtZTYwNTg0Nzk2._V1_QL75_UX190_CR0,0,190,281_.jpg	2002
1973	Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)	https://m.media-amazon.com/images/M/MV5BOGQ3MTdiYjQtZmU1NC00NmQ5LTg2YTMtYWI0NjA5MzUwZTFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg	1991
4682	Warlock (1989)	https://m.media-amazon.com/images/M/MV5BODRiMjI1NDctZDU2OC00Y2YwLWI3NTYtNTI4MDY5ZGE3OWY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg	1989
4812	SpaceCamp (1986)	https://m.media-amazon.com/images/M/MV5BNWNjZTlkMWYtNDE4ZC00ODkzLWJiZGYtODJiYjY0YzY5NmVkXkEyXkFqcGdeQXVyNzEyNjE5NzM@._V1_QL75_UX190_CR0,4,190,281_.jpg	1986
5109	Return to Never Land (2002)	https://m.media-amazon.com/images/M/MV5BYWMwMWQ5NWQtYTA1YS00OTQ5LWExZmItNGI5MzIyMWRhNDA5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg	2002
72043	Monsters vs Aliens: Mutant Pumpkins from Outer Space (2009)	https://m.media-amazon.com/images/M/MV5BMjQ5YjI4MTgtMDdiYi00ZTNlLTkwZTQtMjA3NDhiOWVjZjQ2XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UY281_CR5,0,190,281_.jpg	2009
1984	Halloween III: Season of the Witch (1982)	https://m.media-amazon.com/images/M/MV5BN2YzYjI0MWYtYWUyZS00ZDQ4LWEzN2EtMDU4NDJmNjA2ZWFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg	1982
50796	Blood and Chocolate (2007)	https://m.media-amazon.com/images/M/MV5BYTE4ZGRmNzQtZGMzMi00OGYzLTg3NTctNjU5MjMzMTYzM2RiXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UX190_CR0,2,190,281_.jpg	2007
3945	Digimon: The Movie (2000)	https://m.media-amazon.com/images/M/MV5BMjE2NTAyMjUxMl5BMl5BanBnXkFtZTYwOTAwODQ3._V1_QL75_UX190_CR0,0,190,281_.jpg	2000
7561	Paperhouse (1988)	https://m.media-amazon.com/images/M/MV5BZjRhOWFiNzgtN2Q3OC00ZjdkLWI5Y2EtYTgwMjZlZTExMTYyXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_QL75_UX190_CR0,9,190,281_.jpg	1988
8830	Anacondas: The Hunt for the Blood Orchid (2004)	https://m.media-amazon.com/images/M/MV5BNzc5MDg1NTkxNl5BMl5BanBnXkFtZTYwNTcyNjA3._V1_QL75_UX190_CR0,0,190,281_.jpg	2004
5629	Jonah: A VeggieTales Movie (2002)	https://m.media-amazon.com/images/M/MV5BMjA0OTk5MTk0M15BMl5BanBnXkFtZTYwNTgxMDg5._V1_QL75_UX190_CR0,4,190,281_.jpg	2002
4618	Leviathan (1989)	https://m.media-amazon.com/images/M/MV5BMDk2ZTljOTYtYTUxNC00MjA3LThlODMtYzY2YTEwODAyMDkyL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg	1989
71732	I Sell the Dead (2008)	https://m.media-amazon.com/images/M/MV5BMTkyMzIxNDQ4MV5BMl5BanBnXkFtZTcwMzk4MjU3Mg@@._V1_QL75_UX190_CR0,2,190,281_.jpg	2008
7208	Dr. Jekyll and Mr. Hyde (1941)	https://m.media-amazon.com/images/M/MV5BMTc1MjE3NTMxNV5BMl5BanBnXkFtZTgwMTQ0NzkxMjE@._V1_QL75_UY281_CR15,0,190,281_.jpg	1941
48543	Antibodies (Antikörper) (2005)	https://m.media-amazon.com/images/M/MV5BYWRkNzY2MjQtYjlhZi00YzZmLTgwZjktNDM2ODFmNWYzYWY1XkEyXkFqcGdeQXVyNjY2MjI4OTI@._V1_QL75_UY281_CR5,0,190,281_.jpg	2005
1919	Madeline (1998)	https://m.media-amazon.com/images/M/MV5BZDNjNTM2YzQtNmRlNS00OGMzLWE1MTYtMGY0YjI3MTI5MmJjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg	1998
32011	Cursed (2005)	https://m.media-amazon.com/images/M/MV5BYjA2M2YxMjQtOTIwOS00ODIyLThmYWEtM2Y1NGFkNjI1YmNkXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg	2005
1978	Friday the 13th Part V: A New Beginning (1985)	https://m.media-amazon.com/images/M/MV5BYjNkNzEwOWYtMjY4Ni00YjIwLTgyZGQtMmYwNmVmYWFlZDJhXkEyXkFqcGdeQXVyNDgxODg1MzU@._V1_QL75_UX190_CR0,1,190,281_.jpg	1985
4241	Pokémon 3: The Movie (2001)	https://m.media-amazon.com/images/M/MV5BMTk0NzM3MDY1OV5BMl5BanBnXkFtZTYwNTkwODc5._V1_QL75_UY281_CR1,0,190,281_.jpg	2001
62836	Babylon 5: The Lost Tales - Voices in the Dark (2007)	https://m.media-amazon.com/images/M/MV5BMTg0MjYzMjc2MF5BMl5BanBnXkFtZTgwNzgwNzAwNzE@._V1_QL75_UY281_CR2,0,190,281_.jpg	2007
4697	Basket Case (1982)	https://m.media-amazon.com/images/M/MV5BMzgwMjJiZmItYmU4MS00ODc5LWI2MmEtZjJhNWM1MjFkMzdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,6,190,281_.jpg	1982
49013	Santa Clause 3: The Escape Clause, The (2006)	https://m.media-amazon.com/images/M/MV5BMTI4ODQ4MzgzMl5BMl5BanBnXkFtZTcwODc5NTUzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg	2006
3920	Faraway, So Close (In weiter Ferne, so nah!) (1993)		1993
27618	Sound of Thunder, A (2005)	https://m.media-amazon.com/images/M/MV5BNjk1MDViNDEtNzEwYy00ZWZkLTgzZDUtNWUzMmFkNjkyYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY281_CR0,0,190,281_.jpg	2005
53138	Librarian: Return to King Solomon's Mines, The (2006)	https://m.media-amazon.com/images/M/MV5BMTMxNzc4NzYyNF5BMl5BanBnXkFtZTcwNDYwMTc0MQ@@._V1_QL75_UY281_CR10,0,190,281_.jpg	2006
7492	Martin (1977)	https://m.media-amazon.com/images/M/MV5BMTg1MDE0NzA1N15BMl5BanBnXkFtZTcwOTkxNjA0MQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg	1977
66317	Comet in Moominland (1992)	https://m.media-amazon.com/images/M/MV5BMWI4NDJjMTctOWI0ZC00NmYyLThmODItOWRjMTcyNjYwY2JiXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX190_CR0,3,190,281_.jpg	1992
8967	Seed of Chucky (Child's Play 5) (2004)	https://m.media-amazon.com/images/M/MV5BMTIwMTczMjc3M15BMl5BanBnXkFtZTcwODcxMzcyMQ@@._V1_QL75_UX190_CR0,7,190,281_.jpg	2004
1016	Shaggy Dog, The (1959)	https://m.media-amazon.com/images/M/MV5BMTY0NzM0OTE1N15BMl5BanBnXkFtZTcwMjQ0NjIzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg	1959
67867	Dragonball Evolution (2009)	https://m.media-amazon.com/images/M/MV5BYTUyNjZkMjEtYmQ5OS00NzljLThiMmQtNWIwNTM1YjUyOWNjXkEyXkFqcGdeQXVyMTI0MzA4NTgw._V1_QL75_UY281_CR0,0,190,281_.jpg	2009
3832	Black Sabbath (Tre volti della paura, I) (1963)	https://m.media-amazon.com/images/M/MV5BYWVhMzM5ZDktY2Y5Zi00NmJjLThkNWItNzdmYjI2ZmU4ZGM4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,3,190,281_.jpg	1963
62834	Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002)	https://m.media-amazon.com/images/M/MV5BZDdlYjdiZmEtYWEzYi00MDhmLWFjZmUtNzZmYTA2OWE5MmVhXkEyXkFqcGdeQXVyMzYyMzU2OA@@._V1_QL75_UY281_CR6,0,190,281_.jpg	2002
60516	Meet Dave (2008)	https://m.media-amazon.com/images/M/MV5BYzc4YWIwYWEtMjVlYi00Y2JkLWE0NDMtODYyZDkyZTAyYzU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg	2008
2091	Return from Witch Mountain (1978)	https://m.media-amazon.com/images/M/MV5BY2ZkMzUzYTQtYzZhZS00ZWZkLWI2MWItNGY3OWNhYjNhOTdlXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_QL75_UX190_CR0,4,190,281_.jpg	1978
27778	Ginger Snaps Back: The Beginning (2004)	https://m.media-amazon.com/images/M/MV5BMTg1NTg3OTI4N15BMl5BanBnXkFtZTcwNDAxNDYwNQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg	2004
26743	Only Yesterday (Omohide poro poro) (1991)	https://m.media-amazon.com/images/M/MV5BMTY5NjI2MjQxMl5BMl5BanBnXkFtZTgwMDA2MzM2NzE@._V1_QL75_UY281_CR1,0,190,281_.jpg	1991
4502	Ernest Saves Christmas (1988)	https://m.media-amazon.com/images/M/MV5BMjI3ZGE5MTMtOTk4Ny00ZWUyLTgyMzctZjRkZDMzZWY3ZWFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg	1988
2807	Universal Soldier: The Return (1999)	https://m.media-amazon.com/images/M/MV5BOTcwOTlhMWYtMDhlOS00ODdmLWJiMTgtMThjNzgxNTIyNTU3XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UX190_CR0,2,190,281_.jpg	1999
6703	Order, The (2003)	https://m.media-amazon.com/images/M/MV5BODIyNGNmMzAtODYwZC00NWRmLTkzMmItODJjNjE2Njk1ZTM0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg	2003
8	Tom and Huck (1995)	https://m.media-amazon.com/images/M/MV5BN2ZkZTMxOTAtMzg1Mi00M2U0LWE2NWItZDg4YmQyZjVkMDdhXkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UY281_CR1,0,190,281_.jpg	1995
2026	Disturbing Behavior (1998)	https://m.media-amazon.com/images/M/MV5BNjcxNGQ2MTktZGI0OC00YTA3LWFlMWUtYzA5NDM5Y2E5NzU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg	1998
54686	Last Legion, The (2007)	https://m.media-amazon.com/images/M/MV5BNmJhOTMyMTMtMDc0Yi00YTg2LWE0MWUtYWY0OTBmZTMzMmU2XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR4,0,190,281_.jpg	2007
842	Tales from the Crypt Presents: Bordello of Blood (1996)	https://m.media-amazon.com/images/M/MV5BMWZmMDIwMjAtMDc3MC00YTAxLWIyNWQtYzljNTQzYTIyYWZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg	1996
7355	Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows) (1996)	https://m.media-amazon.com/images/M/MV5BMjE1MTg4MzE4MF5BMl5BanBnXkFtZTcwMzY3NDUyMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg	1996
1980	Friday the 13th Part VII: The New Blood (1988)	https://m.media-amazon.com/images/M/MV5BYzRhMzA5ZGItODMxMy00YTRiLTg3MjUtMmRjMzliZDkxOWI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg	1988
32728	Little Girl Who Lives Down the Lane, The (1976)	https://m.media-amazon.com/images/M/MV5BZjc1MzA2ZjctYTZjNy00YzYwLTljYmItZTJiZDRhMjZlMDViXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg	1976
1389	Jaws 3-D (1983)	https://m.media-amazon.com/images/M/MV5BM2QwYjhiMzQtN2RiYS00MzgxLThmNzItMmJlNmMyMmQyYTA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg	1983
3017	Creepshow 2 (1987)	https://m.media-amazon.com/images/M/MV5BN2QwZTMzODktNzRiYS00Y2JiLTk5ZmMtOGIwYTE1YTIyOTQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg	1987
3587	Inferno (1980)	https://m.media-amazon.com/images/M/MV5BMTUzNTE2NTkzMV5BMl5BanBnXkFtZTgwMDAzOTUyMDI@._V1_QL75_UX190_CR0,0,190,281_.jpg	1980
66240	Dead Like Me: Life After Death (2009)	https://m.media-amazon.com/images/M/MV5BMTQwMzQ2MjE2OF5BMl5BanBnXkFtZTcwMTg2MDQwMg@@._V1_QL75_UY281_CR6,0,190,281_.jpg	2009
55259	Seeker: The Dark Is Rising, The (2007)	https://m.media-amazon.com/images/M/MV5BMTI4ODI5MzEwM15BMl5BanBnXkFtZTYwMTg4Njk3._V1_QL75_UX190_CR0,0,190,281_.jpg	2007
1986	Halloween 5: The Revenge of Michael Myers (1989)	https://m.media-amazon.com/images/M/MV5BZWE2YTU2ZjMtZjRjOS00NjQ3LWIyYzItMTk2N2YxMjY1ZGRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg	1989
7345	Agent Cody Banks 2: Destination London (2004)	https://m.media-amazon.com/images/M/MV5BMjE4NDg4MDgxNF5BMl5BanBnXkFtZTcwMTc3NTQyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg	2004
6849	Scrooge (1970)	https://m.media-amazon.com/images/M/MV5BZTM0MWMyYzgtMTJiMS00MjNiLWJhN2EtOGRiYmRkMGEwMzkwXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_QL75_UX190_CR0,2,190,281_.jpg	1970
4850	Spriggan (Supurigan) (1998)	https://m.media-amazon.com/images/M/MV5BZWExMzY1NGQtOGEyYy00OThlLWJiMTItOGY2MTliODMzNGY0L2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR4,0,190,281_.jpg	1998
39400	Fog, The (2005)	https://m.media-amazon.com/images/M/MV5BYmU4MmNmZWYtMmIxMC00MGE3LTljODctNWQ1ZTQ4NDBlNzQ1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg	2005
1646	RocketMan (a.k.a. Rocket Man) (1997)	https://m.media-amazon.com/images/M/MV5BYmIzNjUxZGQtYjg0OS00MmE0LTgwZDAtMzVmODQ2MGI5MTQ5XkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_QL75_UX190_CR0,2,190,281_.jpg	1997
65601	My Bloody Valentine 3-D (2009)	https://m.media-amazon.com/images/M/MV5BMTY2MTQ1OTcxOF5BMl5BanBnXkFtZTcwMjc2ODUxMg@@._V1_QL75_UX190_CR0,6,190,281_.jpg	2009
2514	Pet Sematary II (1992)	https://m.media-amazon.com/images/M/MV5BMDczNjdmYjEtN2QyYi00MTIxLTgyNmUtNzRkNzVlM2UyYTQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR2,0,190,281_.jpg	1992
49528	Turistas (2006)	https://m.media-amazon.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg	2006
31431	Boogeyman (2005)	https://m.media-amazon.com/images/M/MV5BMjZmYjg0ODctOTIyYy00YzhkLTgyMzEtNjUyY2JiZjVmYzI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,7,190,281_.jpg	2005
4501	Elvira, Mistress of the Dark (1988)		1988
4124	Jaws: The Revenge (1987)	https://m.media-amazon.com/images/M/MV5BNGI1MTAxMWItOTE0OC00ZDhkLWE3Y2EtNjFiZmQ4NjQ1NGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg	1987
2555	Baby Geniuses (1999)	https://m.media-amazon.com/images/M/MV5BZmRhMWVmOTQtNjUwMS00MzEwLWFkNWQtNWJlMTk3NDcyYzM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR1,0,190,281_.jpg	1999
1881	Quest for Camelot (1998)	https://m.media-amazon.com/images/M/MV5BNmE2ZjIxOTMtMDY2Ny00MjlhLTlkZGQtMjk3YTEwOTVjMjM4XkEyXkFqcGdeQXVyNjI1Mjk4MTg@._V1_QL75_UY281_CR1,0,190,281_.jpg	1998
4518	Lair of the White Worm, The (1988)	https://m.media-amazon.com/images/M/MV5BY2NiNTkzN2YtY2IyOC00NjQwLWIyYTItYzc0OWIxMzc4YTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg	1988
4683	Wizard, The (1989)	https://m.media-amazon.com/images/M/MV5BMWE5MjU0YTEtNjA3My00ZDAxLTgzYWEtNzBjNTA0Y2NjMDYyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg	1989
3190	Supernova (2000)	https://m.media-amazon.com/images/M/MV5BNDc0Y2FjZjgtOWNkYy00NjdjLWE3ZjYtZGYyNDdmYzZiZGYzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,2,190,281_.jpg	2000
4158	Monkeybone (2001)	https://m.media-amazon.com/images/M/MV5BNjU0M2M0MDMtNWE1Ni00N2E1LWFjMzAtNWE2NzNlMWNjMzdjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg	2001
63239	Cinderella (1997)	https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_QL75_UX190_CR0,0,190,281_.jpg	1997
126	NeverEnding Story III, The (1994)	https://m.media-amazon.com/images/M/MV5BM2U0NDQxMDEtNzU1YS00ZjM2LTg3Y2QtZGRjMDAxMzBhODRkXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UY281_CR2,0,190,281_.jpg	1994
5999	Heavy Metal 2000 (2000)	https://m.media-amazon.com/images/M/MV5BMTMzMDM0MjI0NV5BMl5BanBnXkFtZTYwODE5MDc5._V1_QL75_UY281_CR2,0,190,281_.jpg	2000
7846	Tremors 3: Back to Perfection (2001)	https://m.media-amazon.com/images/M/MV5BZjg2MjNlMWEtZjMwZS00ZDc4LTkxNGQtOGRlMGI2ZDA5ZDRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg	2001
2790	Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)	https://m.media-amazon.com/images/M/MV5BMjFmZGU1OTEtZWM2My00OWU4LWE1OTEtMzNmZTM5MzJjNjBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,5,190,281_.jpg	1981
2430	Mighty Joe Young (1949)	https://m.media-amazon.com/images/M/MV5BN2NjODU2MjktMzU5YS00MGIxLWE5ZWYtZGVjN2JmNGNmZDY0XkEyXkFqcGdeQXVyNzMwNTgzMzU@._V1_QL75_UX190_CR0,0,190,281_.jpg	1949
1981	Friday the 13th Part VIII: Jason Takes Manhattan (1989)	https://m.media-amazon.com/images/M/MV5BMDUyMGIxZDctNDVlMy00ZmVlLWIzZGUtMzQ2NWVhNTgwMjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg	1989
59369	Taken (2008)	https://m.media-amazon.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_QL75_UX190_CR0,0,190,281_.jpg	2008
8376	Napoleon Dynamite (2004)	https://m.media-amazon.com/images/M/MV5BNjYwNTA3MDIyMl5BMl5BanBnXkFtZTYwMjIxNjA3._V1_QL75_UX190_CR0,4,190,281_.jpg	2004
1645	Devil's Advocate, The (1997)	https://m.media-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR4,0,190,281_.jpg	1997
70	From Dusk Till Dawn (1996)	https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg	1996
8972	National Treasure (2004)	https://m.media-amazon.com/images/M/MV5BMTY3NTc4OTYxMF5BMl5BanBnXkFtZTcwMjk5NzUyMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg	2004
7458	Troy (2004)	https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg	2004
161	Crimson Tide (1995)	https://m.media-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg	1995
2788	Monty Python's And Now for Something Completely Different (1971)	https://m.media-amazon.com/images/M/MV5BYWQzYjU5ODAtNDY5Yy00ZDIxLWJlMTEtOWRkMjlkNTdmMTBhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX190_CR0,5,190,281_.jpg	1971
5481	Austin Powers in Goldmember (2002)	https://m.media-amazon.com/images/M/MV5BMTI3NTkzODI0MF5BMl5BanBnXkFtZTYwNjc5MTA3._V1_QL75_UX190_CR0,0,190,281_.jpg	2002
45720	Devil Wears Prada, The (2006)	https://m.media-amazon.com/images/M/MV5BZjQ3ZTIzOTItMGNjNC00MWRmLWJlMGEtMjJmMDM5ZDIzZGM3XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_QL75_UY281_CR0,0,190,281_.jpg	2006
471	Hudsucker Proxy, The (1994)	https://m.media-amazon.com/images/M/MV5BMzNkYzI4ZTYtZjJlZC00ZTVjLTk2MDYtYWMwODA0NmFiYTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,0,190,281_.jpg	1994
84152	Limitless (2011)	https://m.media-amazon.com/images/M/MV5BYmViZGM0MGItZTdiYi00ZDU4LWIxNDYtNTc1NWQ5Njc2N2YwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY281_CR3,0,190,281_.jpg	2011
2580	Go (1999)	https://m.media-amazon.com/images/M/MV5BNDczYTcyN2EtYjM1NC00YjI3LWE4ZWItMGFlNmEwOTAxYjdiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg	1999
1918	Lethal Weapon 4 (1998)	https://m.media-amazon.com/images/M/MV5BMzAwYWQzYmQtZTFjYS00MGViLTk4NTUtZTY5MjY2NzhiODVmXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_QL75_UY281_CR2,0,190,281_.jpg	1998
5528	One Hour Photo (2002)	https://m.media-amazon.com/images/M/MV5BYWVkMjAzY2QtZTA4Yi00OWZmLTliMzctZTkyODU4NTc3MmRjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg	2002
63131	Role Models (2008)	https://m.media-amazon.com/images/M/MV5BMTg3MTk4NzQ0NV5BMl5BanBnXkFtZTcwNjM0OTc5MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg	2008
1257	Better Off Dead... (1985)	https://m.media-amazon.com/images/M/MV5BMzRmMjE0MzMtZmQzYi00NjQ1LTk5ODgtYWEzZDViODkxNWFjXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,8,190,281_.jpg	1985
